Gametype,Firstscore,Secondscore,Winner
SP,17,18,C Win
SP,20,20,Draw
SP,13,0,C Win
SP,20,22,U Win
SP,20,20,Draw
SP,25,24,Draw
SP,19,20,C Win
SP,18,20,C Win
SP,16,20,C Win
SP,19,24,U Win
SP,18,17,U Win
SP,16,20,C Win
